puisi,title,author,puisi_with_header
"Siapa aku? 
 Aku tak mengenal diriku 
 Tubuh siapa ini? 
 Kenapa kepala ini selalu berbicara sendiri? 
 Hey, aku tak ingin menggerakkan tangan ini 
 Aku siapa? 
 Aku dimana? 
 Mengapa benda ini memperlihatkan semuanya padaku? 
 Aku tak ingin melihat ini 
 Aku ingin hitam saja 
 Hey, berhenti ku bilang! 
 Jangan kau pindahkan tubuh ini 
 Aku ingin tetap disini 
 Disini mematung menunggu kamu 
 Kamu yang telah mencuri semua yang ku punya 
 Sampai aku tak mengenal semua ini 
 Bahkan diriku sendiri 
  
 ",TERTAHAN,Oleh NWS,"TERTAHAN 
 Oleh NWS 
  
 Siapa aku? 
 Aku tak mengenal diriku 
 Tubuh siapa ini? 
 Kenapa kepala ini selalu berbicara sendiri? 
 Hey, aku tak ingin menggerakkan tangan ini 
 Aku siapa? 
 Aku dimana? 
 Mengapa benda ini memperlihatkan semuanya padaku? 
 Aku tak ingin melihat ini 
 Aku ingin hitam saja 
 Hey, berhenti ku bilang! 
 Jangan kau pindahkan tubuh ini 
 Aku ingin tetap disini 
 Disini mematung menunggu kamu 
 Kamu yang telah mencuri semua yang ku punya 
 Sampai aku tak mengenal semua ini 
 Bahkan diriku sendiri 
  
 "
"Botol Sempit Dunia 
 Oleh Imam Budiman 
  
 hidup adalah tempat terkutuk berkeluh, ucapmu suatu hari 
 kita menyandarkan tindak tanduk pada penilaian rupa-rupa 
 hidup siapa, untuk apa, berlaku sesiapa? 
 terlalu lama kita terkantuk dalam botol sempit 
  
 ; dunia, kesalmu 
  
  
 Nyanyian Lepas Tengah Malam 
  
 melalui pemutar musik digital di atas meja kamar 
 berkawan tugas dan laron yang memasuki musim penghujan 
  
 sepertiga malam, dari pemutar musik itu kudengar 
 seruling dimainkan, gendang bersahutan mulai ditabuh 
  
 atau benar ini pertanda datangnya subuh? 
  
 lincah kaki mulai dihentak oleh para biduan bersuara nabi 
 gerak dan lambai seirama mengiring syair-syair mendayu 
  
 sudah berapa malam terakhir ini bergadang? 
  
 2014 
  
 Sore Danau 
  
 di suatu sore 
 cepat-cepat kubereskan danau hujan tempatmu berpijak dari penglihatan 
 ada beberapa kata yang sengaja kutinggal, tercecer 
 aku berniat untuk menyelesaikanya, nanti 
 karena tidaklah yang kaulukiskan dari danau itu melainkan rasa haru dan duka 
  
 2014 
  
 Kamboja di Sebuah Taman Kecil 
  
 ke sekian kali memungut anak-anak kamboja 
 yang jatuh di taman sehabis rampung hujan bergegas pergi 
 masih tersisa bulir pada setiap kelopak wajah 
 menyusun, berdampingan dengan aku yang menetapkan 
 dirimu dalam setiap baris sajak-sajak 
  
 2014 
  
 ",2014,,"Botol Sempit Dunia 
 Oleh Imam Budiman 
  
 hidup adalah tempat terkutuk berkeluh, ucapmu suatu hari 
 kita menyandarkan tindak tanduk pada penilaian rupa-rupa 
 hidup siapa, untuk apa, berlaku sesiapa? 
 terlalu lama kita terkantuk dalam botol sempit 
  
 ; dunia, kesalmu 
  
 2014 
  
 Nyanyian Lepas Tengah Malam 
  
 melalui pemutar musik digital di atas meja kamar 
 berkawan tugas dan laron yang memasuki musim penghujan 
  
 sepertiga malam, dari pemutar musik itu kudengar 
 seruling dimainkan, gendang bersahutan mulai ditabuh 
  
 atau benar ini pertanda datangnya subuh? 
  
 lincah kaki mulai dihentak oleh para biduan bersuara nabi 
 gerak dan lambai seirama mengiring syair-syair mendayu 
  
 sudah berapa malam terakhir ini bergadang? 
  
 2014 
  
 Sore Danau 
  
 di suatu sore 
 cepat-cepat kubereskan danau hujan tempatmu berpijak dari penglihatan 
 ada beberapa kata yang sengaja kutinggal, tercecer 
 aku berniat untuk menyelesaikanya, nanti 
 karena tidaklah yang kaulukiskan dari danau itu melainkan rasa haru dan duka 
  
 2014 
  
 Kamboja di Sebuah Taman Kecil 
  
 ke sekian kali memungut anak-anak kamboja 
 yang jatuh di taman sehabis rampung hujan bergegas pergi 
 masih tersisa bulir pada setiap kelopak wajah 
 menyusun, berdampingan dengan aku yang menetapkan 
 dirimu dalam setiap baris sajak-sajak 
  
 2014 
  
 "
"Gerimis pertama baru saja turun 
 Saat aku baru saja datang 
 Pada sebuah persimpangan jalan kosong 
 Aku berhenti 
 Aku tak melihatmu dimana-mana 
 Kau tak datang 
 Aku bercerita pada dirikudalam hatiku 
 Tidakkah kau ingat 
 Mengapa kau mencintaiku 
 Waktu itu 
 Waktu sebelum kau tak datang hari ini 
 Hingga aku tak lagi 
 Tak lagi bisa membedakan 
 Mana gerimisdan mana air mataku 
  
 ",GERIMIS INI,Oleh Meylani Dwinta,"GERIMIS INI 
 Oleh Meylani Dwinta 
  
 Gerimis pertama baru saja turun 
 Saat aku baru saja datang 
 Pada sebuah persimpangan jalan kosong 
 Aku berhenti 
 Aku tak melihatmu dimana-mana 
 Kau tak datang 
 Aku bercerita pada dirikudalam hatiku 
 Tidakkah kau ingat 
 Mengapa kau mencintaiku 
 Waktu itu 
 Waktu sebelum kau tak datang hari ini 
 Hingga aku tak lagi 
 Tak lagi bisa membedakan 
 Mana gerimisdan mana air mataku 
  
 "
"Aku lelah tuhan 
 Izinkan aku untuk memelukmu disaat aku terpuruk 
 Dan berikan aku pundakmu disaat ku mengeluh 
 Aku ingin terus berada disisimu tuhan 
  
 Tuhan ,, 
 Begitu kejam kehidupan yang aku alami 
 Begitu serakah orang orang yang aku kenali 
 Dengan adanya cinta darimu semua orang gila 
  
 Tuhan,, 
 Peristiwa cinta yang aku alami begitu menyiksa 
 Sehingga air mataku menjadi saksi cinta yang tersakiti 
  
 Tuhan,, 
 Aku lelah , aku ingin kembali kepadamu 
 Biarkan aku tak merasakan adanya cinta ini 
 Karena aku lelah atas cinta yang aku alami ini 
 Izinkanlah aku untuk bersamamu ya rabb 
  
 ",LELAH ATAS CINTAKU,Oleh Idhant,"LELAH ATAS CINTAKU 
 Oleh Idhant 
  
 Aku lelah tuhan 
 Izinkan aku untuk memelukmu disaat aku terpuruk 
 Dan berikan aku pundakmu disaat ku mengeluh 
 Aku ingin terus berada disisimu tuhan 
  
 Tuhan ,, 
 Begitu kejam kehidupan yang aku alami 
 Begitu serakah orang orang yang aku kenali 
 Dengan adanya cinta darimu semua orang gila 
  
 Tuhan,, 
 Peristiwa cinta yang aku alami begitu menyiksa 
 Sehingga air mataku menjadi saksi cinta yang tersakiti 
  
 Tuhan,, 
 Aku lelah , aku ingin kembali kepadamu 
 Biarkan aku tak merasakan adanya cinta ini 
 Karena aku lelah atas cinta yang aku alami ini 
 Izinkanlah aku untuk bersamamu ya rabb 
  
 "
"Cahaya putih gelas kacakukini kotor dan tak berisidia lusuh tak teruruskini bersandar di meja kehidupan 
 Gelass,,,, 
 ya gelas, hidupku ibarat gelasbutuh akan penjagaanbutuh air kasih sayangkasih sayng dari air khidupan Ibu,,, aku adalah gelasmuyang kau rawat dan kau tuangkan air kehidupan di dalamnyaibu,,, kini gelasku kosong akan cintamuberabu dan tak terawat oleh tangan lembutmutangan yang keseharian merawatkutangan yang mampu memapahku 
 Ibu. 
 gelas ini tak lagi sesempurna dulugelas ini rindu tangan tulusmurindu akan cinta dan kasih sayangmu 
  
 ",GELAS IBU,Oleh Chika Putri Yanti,"GELAS IBU 
 Oleh Chika Putri Yanti 
  
 Cahaya putih gelas kacakukini kotor dan tak berisidia lusuh tak teruruskini bersandar di meja kehidupan 
 Gelass,,,, 
 ya gelas, hidupku ibarat gelasbutuh akan penjagaanbutuh air kasih sayangkasih sayng dari air khidupan Ibu,,, aku adalah gelasmuyang kau rawat dan kau tuangkan air kehidupan di dalamnyaibu,,, kini gelasku kosong akan cintamuberabu dan tak terawat oleh tangan lembutmutangan yang keseharian merawatkutangan yang mampu memapahku 
 Ibu. 
 gelas ini tak lagi sesempurna dulugelas ini rindu tangan tulusmurindu akan cinta dan kasih sayangmu 
  
 "
"Salah kah aku yang selalu berharap pada mu 
 Yang mungkin tak akan terjadi 
 Jika hanya satu insan yang memiliki harapan itu 
 Salah jika mengharapkan balasan dari yang ku cintai 
  
 Ku hanyalah seorang manusia yang bodoh 
 Terus berfikir bahwa dia akan membalasnya 
 Tapi entah mengapa aku merasa ini bukan cinta 
 Yang terbalas melainkan cinta yang hadir dengan belas kasihan 
  
 Ku tak inginkan hal seperti itu sangat tak ingin 
 Kepada mu yang senantiasa selalu hadir dalam harapan ku 
 Hanya kamu, mengertilah 
  
 ",SALAH,Oleh SSA,"SALAH 
 Oleh SSA 
  
 Salah kah aku yang selalu berharap pada mu 
 Yang mungkin tak akan terjadi 
 Jika hanya satu insan yang memiliki harapan itu 
 Salah jika mengharapkan balasan dari yang ku cintai 
  
 Ku hanyalah seorang manusia yang bodoh 
 Terus berfikir bahwa dia akan membalasnya 
 Tapi entah mengapa aku merasa ini bukan cinta 
 Yang terbalas melainkan cinta yang hadir dengan belas kasihan 
  
 Ku tak inginkan hal seperti itu sangat tak ingin 
 Kepada mu yang senantiasa selalu hadir dalam harapan ku 
 Hanya kamu, mengertilah 
  
 "
"Apa kabar adiku Sayang ? 
 Apa kau baik-baik saja disana? 
 Aku Rindu dengan senyum manismu 
 Aku rindu dengan suara tangismu 
 Maafkan kakak mu ini sayangkakak tidak berada disampingmu 
 Melihat Kepergianmu 
 Menghadap Sang Ilahi untuk selamanya 
 Rasanya aku tak kuasa menahan air mata 
 Melihat adiku yang kusayangi telah terbujur kakuwajahnya yang ceria telah tiada lagibibirnya yang merah telah pucat 
 Adiku sayang yang aku cintai 
 Terlalu cepat engkau meninggalkan kakakmu ini 
 Hanya Doa yang selalu aku panjatkan untukmu 
 Semoga Allah dan para Malaikat Nya Selalu Menjagamu disana 
  
 ",SALAM RINDU BUAT ADIKKU DI SURGA,Oleh Nurhasanah Fajriyani L,"SALAM RINDU BUAT ADIKKU DI SURGA 
 Oleh Nurhasanah Fajriyani L 
  
 Apa kabar adiku Sayang ? 
 Apa kau baik-baik saja disana? 
 Aku Rindu dengan senyum manismu 
 Aku rindu dengan suara tangismu 
 Maafkan kakak mu ini sayangkakak tidak berada disampingmu 
 Melihat Kepergianmu 
 Menghadap Sang Ilahi untuk selamanya 
 Rasanya aku tak kuasa menahan air mata 
 Melihat adiku yang kusayangi telah terbujur kakuwajahnya yang ceria telah tiada lagibibirnya yang merah telah pucat 
 Adiku sayang yang aku cintai 
 Terlalu cepat engkau meninggalkan kakakmu ini 
 Hanya Doa yang selalu aku panjatkan untukmu 
 Semoga Allah dan para Malaikat Nya Selalu Menjagamu disana 
  
 "
"Kadhafi M 
 Tsn Tembilahan 
  
 Ibu ku .. 
 kau yang telah mengandung kuselama 9 bulan lama nya 
 Ibu ku .. 
 kau yang telah menjaga kudengan penuh kasih sayangjasa mu tiada terhinggadan tidak bisa di bayar dengan uang 
 Ibu ku .. 
 tiada yang bisa ku lakukan kecuali hormat dan tunduk kepada mu 
 Ibu ku ... ada yang ingin ku ucap kan ucapan itu tiada lain dan tiada bukanyaitu .. 
 beribu terima kasih kepada muibu ... 
  
 ",IBUKU,Oleh M.,"IBUKU 
 Oleh M. 
 Kadhafi M 
 Tsn Tembilahan 
  
 Ibu ku .. 
 kau yang telah mengandung kuselama 9 bulan lama nya 
 Ibu ku .. 
 kau yang telah menjaga kudengan penuh kasih sayangjasa mu tiada terhinggadan tidak bisa di bayar dengan uang 
 Ibu ku .. 
 tiada yang bisa ku lakukan kecuali hormat dan tunduk kepada mu 
 Ibu ku ... ada yang ingin ku ucap kan ucapan itu tiada lain dan tiada bukanyaitu .. 
 beribu terima kasih kepada muibu ... 
  
 "
"Ku pandangi wajah tua itu dengan seksama 
 Kulitnya yang mulai keriput dengan rambut yang mulai memutih 
 Raganya yang melemah membuatnya semakin tak berdaya 
 Ku lihat senyumnya, seakan melukiskan 
 Betapa letih ia menjalani hidup....Bunda... 
 Masih mampukah kau berjalan bersamaku ?? 
 Masih sanggupkah kau menopang bebanmu ?? 
 Masih sempatkah esok ku bahagiakanmu ?? 
 Masih bersinarkah cahaya bintang di matamu ?? 
 Masih kuatkah dirimu berdiri di antara hempasan ombak ?? 
 Masih bisakah kau melihatku sampai hembusan nafas terakhirku ?? 
 Masih adakah pelangi yang mewarnai hariimu ??Bunda... 
 Aku ada di sini & akan tetap di sini bersamamu 
 Genggam tanganku, raih ragaku 
 Kan ku ajak kau mengelilingi dunia bersamaku 
 Jangan takut, jangan pula bersedih...... 
 Bagaimanapun keadaanmu aku akan slalu di sampingmu 
 Bertahanlah Bunda walau ku tahu dia yang kau cinta 
 Telah lama pergi meniggalkanmu sendiri 
 Tapi itulah bukti betapa tangguhnya dirimu 
 Yang tetap berdiri tegar pada dunia.... 
  
 ",ADA AKU DI SINI,Oleh Itsnaani Rhamadanty,"ADA AKU DI SINI 
 Oleh Itsnaani Rhamadanty 
 Ku pandangi wajah tua itu dengan seksama 
 Kulitnya yang mulai keriput dengan rambut yang mulai memutih 
 Raganya yang melemah membuatnya semakin tak berdaya 
 Ku lihat senyumnya, seakan melukiskan 
 Betapa letih ia menjalani hidup....Bunda... 
 Masih mampukah kau berjalan bersamaku ?? 
 Masih sanggupkah kau menopang bebanmu ?? 
 Masih sempatkah esok ku bahagiakanmu ?? 
 Masih bersinarkah cahaya bintang di matamu ?? 
 Masih kuatkah dirimu berdiri di antara hempasan ombak ?? 
 Masih bisakah kau melihatku sampai hembusan nafas terakhirku ?? 
 Masih adakah pelangi yang mewarnai hariimu ??Bunda... 
 Aku ada di sini & akan tetap di sini bersamamu 
 Genggam tanganku, raih ragaku 
 Kan ku ajak kau mengelilingi dunia bersamaku 
 Jangan takut, jangan pula bersedih...... 
 Bagaimanapun keadaanmu aku akan slalu di sampingmu 
 Bertahanlah Bunda walau ku tahu dia yang kau cinta 
 Telah lama pergi meniggalkanmu sendiri 
 Tapi itulah bukti betapa tangguhnya dirimu 
 Yang tetap berdiri tegar pada dunia.... 
  
 "
"Aku sedang berhenti.. Tak mundur atau maju. 
 Aku sedang berhenti.. Duduk bersandar dan mengamati. 
 Aku sedang berhenti.. Tak semua terlihat oleh kedua mata, terdengar kedua telinga dan tersentuh seluruh tubuh. 
  
 Aku sedang berhenti.. Diam.. tak ikut berpartisipasi. 
 Aku sedang berhenti.. Memejamkan mata dan menghembuskan nafas panjang. 
 Aku sedang berhenti.. Berpikir mencari jalan dari hiruk pikuk keramaian. 
  
 Aku sedang berhenti.. Bersembunyi dalam arus tenang. 
 Aku sedang berhenti.. Tertambat di antara dua jalur. 
 Aku sedang berhenti.. Membiarkan diri terseret alur ruang hingga diam di suatu waktu. 
  
 Aku sedang berhenti.. Meleburkan semua keinginan. 
 Aku sedang berhenti.. Mengambil ancang-ancang dari lompatan yang dulu kuhindari. 
 Aku sedang berhenti.. Berdoa nanti aku tak terjatuh atau bila terjatuh agar dimudahkan untuk bangkit kembali. 
  
 Aku sedang berhenti.. Dan di tengah pemberhentian ini aku tak ingin menyesali apapun, tak ingin bimbang dari apa yang luput, tak ingin gamang dari apa yang telah dirasa. 
 Aku sedang berhenti.. Bara harapan tetap ada, serta diyakinkan oleh hadiah dari Tuhan berupa kebebasan dalam memilih. 
 Aku sedang berhenti.. Semua orang tak mengambil jalan yang telah kita lalui pun sebaliknya kita tak berjalan di jalan orang lain. 
  
 Aku sedang berhenti.. Apa yang telah diperjuangkan dan apa yang akan diperjuangkan, kita bersepakat semoga bermanfaat untuk diri sendiri, orang tua dan orang lain. 
  
 ",TIADA DENDAM WALAU KESABARANMU TERUJI,Oleh Abel Or Zeck,"TIADA DENDAM WALAU KESABARANMU TERUJI 
 Oleh Abel Or Zeck 
  
 Aku sedang berhenti.. Tak mundur atau maju. 
 Aku sedang berhenti.. Duduk bersandar dan mengamati. 
 Aku sedang berhenti.. Tak semua terlihat oleh kedua mata, terdengar kedua telinga dan tersentuh seluruh tubuh. 
  
 Aku sedang berhenti.. Diam.. tak ikut berpartisipasi. 
 Aku sedang berhenti.. Memejamkan mata dan menghembuskan nafas panjang. 
 Aku sedang berhenti.. Berpikir mencari jalan dari hiruk pikuk keramaian. 
  
 Aku sedang berhenti.. Bersembunyi dalam arus tenang. 
 Aku sedang berhenti.. Tertambat di antara dua jalur. 
 Aku sedang berhenti.. Membiarkan diri terseret alur ruang hingga diam di suatu waktu. 
  
 Aku sedang berhenti.. Meleburkan semua keinginan. 
 Aku sedang berhenti.. Mengambil ancang-ancang dari lompatan yang dulu kuhindari. 
 Aku sedang berhenti.. Berdoa nanti aku tak terjatuh atau bila terjatuh agar dimudahkan untuk bangkit kembali. 
  
 Aku sedang berhenti.. Dan di tengah pemberhentian ini aku tak ingin menyesali apapun, tak ingin bimbang dari apa yang luput, tak ingin gamang dari apa yang telah dirasa. 
 Aku sedang berhenti.. Bara harapan tetap ada, serta diyakinkan oleh hadiah dari Tuhan berupa kebebasan dalam memilih. 
 Aku sedang berhenti.. Semua orang tak mengambil jalan yang telah kita lalui pun sebaliknya kita tak berjalan di jalan orang lain. 
  
 Aku sedang berhenti.. Apa yang telah diperjuangkan dan apa yang akan diperjuangkan, kita bersepakat semoga bermanfaat untuk diri sendiri, orang tua dan orang lain. 
  
 "
"Kamu sangat indah sekali 
 Semakin hari semakin indah 
 Hingga aku tiada mampu untuk menerangkan 
  
 Saat hatiku hanya lirih menyebut namamu 
 Jiwakupun terdiam seribu bahasa 
 Tanpa lagi kemana harus menggerakkan raga 
  
 Dirimulah dambaanku selama ini 
 Akupun menyadari memang ini tidak biasa 
 Yang ku rasa memang sesuatu yang indah 
  
 Ya,.. 
 Aku jatuh cinta padamu 
 Aku telah menjadi pencintamu 
  
 Aku mohon,.. 
 Jangan menganggap ini rayuan 
 Aku pinta,.. 
 Jauhkan hatimu dari bisikan lidah-lidah yang dengki 
  
 Dirimu sendiri yang menjalani 
 Hatimu sendri yang merasakan 
 Sedang mereka yang hanya bisa menyaksikan 
  
 Apa hatimu tidak melihat padaku sama sekali ? 
 Aku mencintaimu lebih dari wanita yang pernah ku cintai 
  
 Akupun memahami 
 Ini begitu sulit bagimu 
 Tapi memang sedang terjadi 
  
 Otak dan hatikupun 
 Serasa ingin meluapkan semua yang sedang kurasakan 
 Hingga tanganku tak ingin berhenti menulis aksara-aksara terhadapmu 
  
 Beberapa bait-bait ini hanya penuntun rindu 
 Rintihan hatiku padamu 
 Belum semuanya terkalimat sesuai yang aku rasakan 
  
 Ini menjadi sesuatu yang indah 
 Sesuatu yang berbeda 
 Saat aku mengenangnya 
  
 ",SESUATU YANG INDAH,Oleh Prawi,"SESUATU YANG INDAH 
 Oleh Prawi 
  
 Kamu sangat indah sekali 
 Semakin hari semakin indah 
 Hingga aku tiada mampu untuk menerangkan 
  
 Saat hatiku hanya lirih menyebut namamu 
 Jiwakupun terdiam seribu bahasa 
 Tanpa lagi kemana harus menggerakkan raga 
  
 Dirimulah dambaanku selama ini 
 Akupun menyadari memang ini tidak biasa 
 Yang ku rasa memang sesuatu yang indah 
  
 Ya,.. 
 Aku jatuh cinta padamu 
 Aku telah menjadi pencintamu 
  
 Aku mohon,.. 
 Jangan menganggap ini rayuan 
 Aku pinta,.. 
 Jauhkan hatimu dari bisikan lidah-lidah yang dengki 
  
 Dirimu sendiri yang menjalani 
 Hatimu sendri yang merasakan 
 Sedang mereka yang hanya bisa menyaksikan 
  
 Apa hatimu tidak melihat padaku sama sekali ? 
 Aku mencintaimu lebih dari wanita yang pernah ku cintai 
  
 Akupun memahami 
 Ini begitu sulit bagimu 
 Tapi memang sedang terjadi 
  
 Otak dan hatikupun 
 Serasa ingin meluapkan semua yang sedang kurasakan 
 Hingga tanganku tak ingin berhenti menulis aksara-aksara terhadapmu 
  
 Beberapa bait-bait ini hanya penuntun rindu 
 Rintihan hatiku padamu 
 Belum semuanya terkalimat sesuai yang aku rasakan 
  
 Ini menjadi sesuatu yang indah 
 Sesuatu yang berbeda 
 Saat aku mengenangnya 
  
 "
"Cahaya ku 
 Dalam kesedihan yang ku alami 
 Dalam kesepian yang menyelimuti 
 Dalam kehampaan yang kurasa 
 Tampak cahaya begitu terang 
 Terpesona ku melihat keindahannya 
 Ku ulurkan tangan ku mencoba meraihnya 
 Namun cahaya itu menjauhi uluran tanganku 
 Aku mencoba bangkit dari keterpurukan untuk bisa meraihnya 
 Semakin jauh cahaya itu 
 Aku coba berjalan dengan tertatih-tatih hanya untuk menggapainya 
 Tetap belum bisa ku meraihnya 
 Dan aku putuskan untuk berlari terus ke depan 
 Sampai ku lihat cahaya itu terhenti di ujung sana 
 Semakin ku kencangkan lari ku meski lelah 
 Sampai akhirnya ku lihat senyum yang begitu indah 
 Kulihat uluran tangan di dalam cahaya itu 
 Sampai akhirnya ku sampai dan ku genggam tangannya 
 Terasa begitu hangat genggamanya, dan semakin kencang genggamannya 
 Tumbuh kebahagiaan yang sudah lama gugur dalam hati 
 Dan tak sadar ku telah beranjak dari kesedihanku 
 Hingga ku sadari, kau lah cahaya ku  
  
 ",CAHAYAKU,Oleh Ingga Pria Pahla,"CAHAYAKU 
 Oleh Ingga Pria Pahla 
  
 Cahaya ku 
 Dalam kesedihan yang ku alami 
 Dalam kesepian yang menyelimuti 
 Dalam kehampaan yang kurasa 
 Tampak cahaya begitu terang 
 Terpesona ku melihat keindahannya 
 Ku ulurkan tangan ku mencoba meraihnya 
 Namun cahaya itu menjauhi uluran tanganku 
 Aku mencoba bangkit dari keterpurukan untuk bisa meraihnya 
 Semakin jauh cahaya itu 
 Aku coba berjalan dengan tertatih-tatih hanya untuk menggapainya 
 Tetap belum bisa ku meraihnya 
 Dan aku putuskan untuk berlari terus ke depan 
 Sampai ku lihat cahaya itu terhenti di ujung sana 
 Semakin ku kencangkan lari ku meski lelah 
 Sampai akhirnya ku lihat senyum yang begitu indah 
 Kulihat uluran tangan di dalam cahaya itu 
 Sampai akhirnya ku sampai dan ku genggam tangannya 
 Terasa begitu hangat genggamanya, dan semakin kencang genggamannya 
 Tumbuh kebahagiaan yang sudah lama gugur dalam hati 
 Dan tak sadar ku telah beranjak dari kesedihanku 
 Hingga ku sadari, kau lah cahaya ku  
  
 "
"Aku membaca sebuah tulisan 
 Rupa dan bahasa punya maksud tujuan 
 Jauh terlihat lidah tak bertulang 
 Ucapan manis terbilang sayang 
 Nolak perasaan sesaat 
 Airmata menetes hati tersayat 
 Yang harmonis telah terlumat 
 Akan sebuah janji yang nikmat 
 Lalu di kibaskan penuh wibawa 
 Dan tergantikan tanpa bersalah 
 Hampa tertelan dalam lamunan indah 
 Entah dosa apa yang kuterima 
  
 ",MENGEMBARA,Oleh Yuhalini Kertasemaya,"MENGEMBARA 
 Oleh Yuhalini Kertasemaya 
  
 Aku membaca sebuah tulisan 
 Rupa dan bahasa punya maksud tujuan 
 Jauh terlihat lidah tak bertulang 
 Ucapan manis terbilang sayang 
 Nolak perasaan sesaat 
 Airmata menetes hati tersayat 
 Yang harmonis telah terlumat 
 Akan sebuah janji yang nikmat 
 Lalu di kibaskan penuh wibawa 
 Dan tergantikan tanpa bersalah 
 Hampa tertelan dalam lamunan indah 
 Entah dosa apa yang kuterima 
  
 "
"Jika aku hanya sebuah kalimat dari cerita mu, aku sangatlah senang. 
 Jika aku hanya sebuah kata dari puisi mu, aku senang. 
 Jika aku hanya sebuah huruf dari sajak mu, aku pun senang. 
 Dan walaupun aku hanya sebuah titik dari semua yang kau rangkai, 
 Aku akan tetap senang 
 Karna setidaknya aku pernah menjadi bagian dari yang kau rangkai 
 Dan kamu pernah memberhentikan ceritamu karna aku sebelum melanjutkannya kembali..... 
  
 ",JIKA,Oleh Adin Xevix,"JIKA 
 Oleh Adin Xevix 
  
 Jika aku hanya sebuah kalimat dari cerita mu, aku sangatlah senang. 
 Jika aku hanya sebuah kata dari puisi mu, aku senang. 
 Jika aku hanya sebuah huruf dari sajak mu, aku pun senang. 
 Dan walaupun aku hanya sebuah titik dari semua yang kau rangkai, 
 Aku akan tetap senang 
 Karna setidaknya aku pernah menjadi bagian dari yang kau rangkai 
 Dan kamu pernah memberhentikan ceritamu karna aku sebelum melanjutkannya kembali..... 
  
 "
"Terbayang akan wajah lugu mu 
 Menderaskan airmata yang jatuh membasahi pipiku. 
 Saat ku pejamkan mata, Mimpi tuk memilikimu timbul begitu saja 
 Dalam benaku selalu ada penyesalan 
 Dimana ku selalu menantikan mu berada dihidupku slamanya. 
 Tapi sekali lagi aku hancur karna mu 
 Setiap Waktu Ku, selalu terbuang percuma hanya untuk mu. 
 Tapi kau tak pernah menengok ku sedikitpun, yang slalu berdiri dibelakangmu. 
 Sadarkah kau, Akan cinta Tulus ku ini, yang tak seharusnya kau pantas mendapatkan nya.... 
 Seuntai Penantian ini akan selalu kukenang dalam hidupku. 
  
 ",SEUNTAI PENANTIAN,Oleh DwiQ A.,"SEUNTAI PENANTIAN 
 Oleh DwiQ A. 
  
 Terbayang akan wajah lugu mu 
 Menderaskan airmata yang jatuh membasahi pipiku. 
 Saat ku pejamkan mata, Mimpi tuk memilikimu timbul begitu saja 
 Dalam benaku selalu ada penyesalan 
 Dimana ku selalu menantikan mu berada dihidupku slamanya. 
 Tapi sekali lagi aku hancur karna mu 
 Setiap Waktu Ku, selalu terbuang percuma hanya untuk mu. 
 Tapi kau tak pernah menengok ku sedikitpun, yang slalu berdiri dibelakangmu. 
 Sadarkah kau, Akan cinta Tulus ku ini, yang tak seharusnya kau pantas mendapatkan nya.... 
 Seuntai Penantian ini akan selalu kukenang dalam hidupku. 
  
 "
"Di hiasi banyak bintang kecil, 
 Di lapisi kabut hitam, 
 Dari cerobong solar, kotaku yang hijau 
 Mulai meninggalkan wajah imutnya 
 Rasanya kecut 
 Melihat lahan yang bertunas pisang 
 Tumbuh jadi tumpukan beton dan semen 
 Melihat lahan yang sejuk berimbang 
 Beralih jadi kutub di tengah kotaDingin 
 Bersin para eksekutif 
 Merindukan habitat asli manusia 
 Ya, habitat dengan background rerimbunan pohon bambu, beralas karpet hijau berdaun, 
 Di kavling dengan aspal anti fatamorgana Berserakan daun 
 Ditambah lagi selingan orkestra sang bebek di sawah, 
 Sulingan kayu bambu, siulan seruling terbang... 
 Suara radio alam, di malam 
 Damaikan hati , dan raga pahlawan padang lumpur 
 Anakku akan kutaruh 
 Ke habitatnya 
  
 ",HABITAT MANUSIA,Oleh El Masyriq,"HABITAT MANUSIA 
 Oleh El Masyriq 
  
 Di hiasi banyak bintang kecil, 
 Di lapisi kabut hitam, 
 Dari cerobong solar, kotaku yang hijau 
 Mulai meninggalkan wajah imutnya 
 Rasanya kecut 
 Melihat lahan yang bertunas pisang 
 Tumbuh jadi tumpukan beton dan semen 
 Melihat lahan yang sejuk berimbang 
 Beralih jadi kutub di tengah kotaDingin 
 Bersin para eksekutif 
 Merindukan habitat asli manusia 
 Ya, habitat dengan background rerimbunan pohon bambu, beralas karpet hijau berdaun, 
 Di kavling dengan aspal anti fatamorgana Berserakan daun 
 Ditambah lagi selingan orkestra sang bebek di sawah, 
 Sulingan kayu bambu, siulan seruling terbang... 
 Suara radio alam, di malam 
 Damaikan hati , dan raga pahlawan padang lumpur 
 Anakku akan kutaruh 
 Ke habitatnya 
  
 "
